,FORWARD_AND_TURN_VERYHARD_LEFT,FORWARD_AND_TURN_HARD_LEFT,FORWARD_AND_TURN_LITTLE_LEFT,FORWARD,FORWARD_AND_TURN_LITTLE_RIGHT,FORWARD_AND_TURN_HARD_RIGHT,FORWARD_AND_TURN_VERYHARD_RIGHT
0,-0.488,-0.5904,0.0,-0.488,-0.488,-0.9940970418964129,-0.9998338465005269
1,-0.6981107932914125,-0.7447236545109173,-1.3082241420584226,-1.4399609686424886,-1.0544683308386893,-1.4384824853041913,-1.290126858328342
2,-5.871356456934588e-13,-8.711228593176027e-06,-1.8092513943330667e-09,0.0,-0.00030948500982134515,0.0,0.0
3,-0.2,-0.2,-0.2,0.0,-0.36000000000000004,-0.488,-0.7902848
4,-1.6559383459809298,-1.9648610904541912,-2.0228943471116763,-2.2051909293742837,-2.097436501234616,-2.274727726524868,-2.20930813520092
5,0.0,0.0,0.0,-0.128,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,-0.5904,-0.2
7,-0.39200000000000007,-1.0966406424494082,-1.312870686504573,-1.11601953488896,-0.8159360000000001,-1.3127448208519907,-1.1569764002117016
8,-7.957171782556592e-11,-0.0018446744073709553,0.0,-0.0014757395258967643,-8.034690221294955e-08,0.0,-3.323069989462291e-05
