,FORWARD_AND_TURN_VERYHARD_LEFT,FORWARD_AND_TURN_HARD_LEFT,FORWARD_AND_TURN_LITTLE_LEFT,FORWARD,FORWARD_AND_TURN_LITTLE_RIGHT,FORWARD_AND_TURN_HARD_RIGHT,FORWARD_AND_TURN_VERYHARD_RIGHT
0,-0.5904,-0.5904,0.0,-0.488,-0.488,-0.9962221068137043,-0.9999149294082696
1,-0.7929380007809322,-0.9149347083304806,-1.3082241420584226,-1.539670184657762,-1.0544683308386893,-1.5341091876274424,-1.22389537415601
2,-1.923926083808326e-13,-2.8544953854119206e-06,-7.410693711188241e-10,0.0,-0.00015845632502852874,0.0,0.0
3,-0.2,-0.2,-0.36000000000000004,0.0,-0.36000000000000004,-0.488,-0.7902848
4,-1.7897008121416926,-1.9648610904541912,-2.1372339144049546,-2.2051909293742837,-2.2315230557575294,-2.337662516505987,-2.2537986381034067
5,0.0,0.0,0.0,-0.08192,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,-0.67232,-0.2
7,-0.39200000000000007,-1.0966406424494082,-1.231527051874444,-1.11601953488896,-0.8159360000000001,-1.313508175838177,-1.1569764002117016
8,-6.835158514946919e-12,-0.0006044629098073147,0.0,-0.0014757395258967643,-2.1062458333711447e-08,0.0,-5.575186299632657e-06
