,FORWARD_AND_TURN_VERYHARD_LEFT,FORWARD_AND_TURN_HARD_LEFT,FORWARD_AND_TURN_LITTLE_LEFT,FORWARD,FORWARD_AND_TURN_LITTLE_RIGHT,FORWARD_AND_TURN_HARD_RIGHT,FORWARD_AND_TURN_VERYHARD_RIGHT
0,0.0,0.0,-0.2,-0.488,-0.36000000000000004,-0.2,-0.9962221068137043
1,0.0,0.0,0.0,-0.36000000000000004,0.0,0.0,-0.7646258176
2,-4.789048565205905e-07,-7.482888383134226e-07,-0.0001014120480182584,-0.0006044629098073147,-0.007036874417766401,-0.004503599627370496,0.0
3,0.0,0.0,0.0,-0.2,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,-0.36000000000000004,-0.36000000000000004,-0.2,0.0,-0.9907766279631451,-0.9999996786123911
7,0.0,0.0,0.0,0.0,0.0,-0.5904,-0.9907766279631451
8,-0.4252168021408994,-0.32432723138790676,-0.31904172544343745,-0.3505017024393928,-0.1796743786027198,-0.029132747843935713,-0.6674840302970326
