,FORWARD_AND_TURN_LITTLE_LEFT,FORWARD,FORWARD_AND_TURN_LITTLE_RIGHT,FORWARD_AND_HARD_LEFT,FORWARD_AND_HARD_RIGHT
0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
2,0.0,-1.9,-1.0,-1.9,0.0
3,-1.9,-1.0,-1.0,-1.0,0.0
4,0.0,-1.0,0.0,-1.0,0.0
5,-1.9,0.0,0.0,-5.6953279000000006,0.0
6,-3.6558,-6.196239900000001,-5.115942,-2.9404,-7.505048519100001
7,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0
12,-1.0,-1.0,-1.9,0.0,-3.439
13,0.0,0.0,0.0,0.0,0.0
14,0.3772321244790745,0.4462489697990399,0.4360989352805964,0.20457235894183842,1.3810113970375206
15,0.0,0.15969479096728578,0.8561157977671787,0.30342010283784293,0.9245393598043794
16,0.27491737600000005,1.4176805337884801,1.3375126531648,2.1864672,1.4708097901820802
17,44.31110768062136,52.88558762972047,44.033007431201945,43.42040829182623,44.37516139235201
18,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0
20,0.1866291253007769,0.10864000000000001,2.384888824186647,0.0,0.5481305262991285
21,0.0,0.385261161966278,2.057362919510321,0.1401851355291648,0.34488237563601176
22,0.0,0.1,1.987602593797588,0.0,0.5837783559850549
23,4.561000133382307,4.863250734741819,4.99968060761774,4.896304808249186,4.881072703982496
24,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.20469009920000003,0.0,0.099
27,0.0,0.0,0.15784704000000002,0.0,0.099
28,0.0,0.0,0.0,0.0,0.19407960000000002
29,1.5407426511398523,1.8656386912775418,2.2457273181170074,1.6235306475723998,2.3272725116351056
30,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,-1.0,0.0,-4.68559
32,0.0,0.0,0.0,0.0,-1.9
33,0.0,0.0,0.0,0.0,-4.68559
34,0.0,0.0,0.0,0.0,-6.5132155990000005
35,-1.9,-2.71,-1.0,-6.12579511,-8.09308867905351
