,FORWARD_AND_TURN_LITTLE_LEFT,FORWARD,FORWARD_AND_TURN_LITTLE_RIGHT,90_DEG_LEFT_TURN,180_DEG_LEFT_TURN
0,-2.1106718172465837,-0.0012958696355149476,-0.000712090844338866,-0.04330271042369558,-2.001987139514196
1,0.0,0.0,0.0,0.0,0.0
2,-2.0000000097355923,-1.8306253084648797e-08,-1.0903563496099512e-08,-3.600000008941586,-1.2457880242220147e-08
3,-7.674742109108287,-3.537400870511976,-4.312770522261168,-3.747348101167825,-5.077630161952018
4,0.0,0.0,0.0,0.0,0.0
