,FORWARD_AND_TURN_LITTLE_LEFT,FORWARD,FORWARD_AND_TURN_LITTLE_RIGHT,90_DEG_LEFT_TURN,180_DEG_LEFT_TURN
0,-3.6002377636872875,-2.0002266243774334,-1.687349194213966,-0.0002467162463965451,-2.056823348018313
1,0.0,0.0,0.0,0.0,0.0
2,-0.001980704062856609,-2.0,-0.0030948500982134514,-0.014893508205736022,-5.986310706507381e-06
3,-2.6934495690006726,-5.554672024498772,-1.1218045564933627,-1.0820866926779293,-4.018213501813428
4,0.0,0.0,0.0,0.0,0.0
