,FORWARD_AND_TURN_LITTLE_LEFT,FORWARD,FORWARD_AND_TURN_LITTLE_RIGHT,90_DEG_LEFT_TURN,180_DEG_LEFT_TURN
0,-2.335726382160293,-0.15851442665005344,-0.002652005926095522,-2.3377087502297575,-0.00023257661765795345
1,0.0,0.0,0.0,0.0,0.0
2,-0.0024758800790472164,-4.789168579585653e-13,-0.0008112963845913529,-6.478875574041922e-12,-2.0000000005097633
3,-2.723811946692816,-3.281668164220171,-4.778437438501498,-5.903806171867167,-5.293736166488145
4,0.0,0.0,0.0,0.0,0.0
