,FORWARD_AND_TURN_LITTLE_LEFT,FORWARD,FORWARD_AND_TURN_LITTLE_RIGHT,90_DEG_LEFT_TURN,180_DEG_LEFT_TURN
0,-1.0804191801936537e-12,-2.8085669450386356e-12,-1.0547816088595947e-12,-1.0528041144350744e-12,-1.7887690678493315e-12
1,0.0,0.0,0.0,0.0,0.0
2,-6.187545794988712e-31,-0.36000000000000004,-0.2,-7.469168259445485e-31,-4.530634209106293e-31
3,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0
