,FORWARD_AND_TURN_LITTLE_LEFT,FORWARD,FORWARD_AND_TURN_LITTLE_RIGHT,90_DEG_LEFT_TURN,180_DEG_LEFT_TURN
0,-1.4059105608011974e-18,-0.09437184000000001,0.0,-0.05242880000000001,-0.03355443200000001
1,0.0,0.0,0.0,0.0,0.0
2,-5.311379928167677e-21,-1.523072952092732e-14,-0.2,-7.268387325145696e-16,0.0
3,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0
