,FORWARD_AND_TURN_LITTLE_LEFT,FORWARD,FORWARD_AND_TURN_LITTLE_RIGHT,90_DEG_LEFT_TURN,180_DEG_LEFT_TURN
0,-1.2899477606390065e-21,-1.258687560507705e-21,-1.3519156986131641e-21,-1.2751069734562383e-21,-1.1582009001819853e-21
1,0.0,0.0,0.0,-3.783676455760601e-195,0.0
2,-8.300383001282614e-90,-4.0831226787283017e-103,-3.681382878952147e-103,-5.759547700769248e-88,-4.947413802911218e-89
3,-0.2,0.0,-0.2,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0
