,FORWARD_AND_TURN_LITTLE_LEFT,FORWARD,FORWARD_AND_TURN_LITTLE_RIGHT,90_DEG_LEFT_TURN,180_DEG_LEFT_TURN
0,-1.2899477606390065e-21,-1.258687560507705e-21,-1.3519156986131641e-21,-1.2751069734562383e-21,-1.1582009001819853e-21
1,0.0,0.0,0.0,-1.438623079927208e-172,0.0
2,-1.5343416024513253e-60,-2.2661301277634e-94,-2.0271734882240977e-94,-1.442887908730519e-56,-1.330829198970094e-58
3,-0.2,0.0,-0.2,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0
