,FORWARD_AND_TURN_LITTLE_LEFT,FORWARD,FORWARD_AND_TURN_LITTLE_RIGHT,90_DEG_LEFT_TURN,180_DEG_LEFT_TURN
0,-1.1468273517087933e-12,-8.529158958895025e-55,-3.954123452235229e-18,-3.4996011596528225e-12,-1.33499189745057e-11
1,0.0,0.0,0.0,0.0,0.0
2,-1.5490827122289906e-39,-1.411547027593148e-39,-1.0101496631456312e-39,-7.871687966044058e-40,-1.0480388880598498e-39
3,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0
