,FORWARD_AND_TURN_LITTLE_LEFT,FORWARD,FORWARD_AND_TURN_LITTLE_RIGHT,FORWARD_AND_HARD_LEFT,FORWARD_AND_HARD_RIGHT
0,0.0,0.0,0.0,0.0,0.0
1,-46.8559,0.0,-10.0,-95.28987130275377,-10.0
2,-107.3348184230823,-34.39,-10.0,-89.36233454094308,-10.0
3,-19.8,-48.3759,-29.404000000000003,-63.82307980000001,-35.91
4,29.843699902128094,24.90675669950094,12.066828160567404,49.94802006407882,19.625085418897058
5,48.919896811608766,29.65702424871266,29.77348264825999,29.47837102602027,29.454171019858233
6,-19.0,0.0,0.0,0.0,-10.0
7,4.824800234826258,11.568808766865725,13.572568000463328,41.20142148437146,1.405513445963477
8,29.97290430314457,49.97384695185299,29.73829732825169,29.927001153460218,27.812186233600972
9,-19.0,0.0,0.0,-10.0,-10.0
10,-0.8543584579314096,11.60363221650493,24.782552808418668,44.12599884285328,12.228948611042458
11,29.99949487716394,30.00246503470464,49.99999999999983,30.000682259858884,29.988464046302937
12,0.0,0.0,0.0,0.0,0.0
13,-10.0,0.0,-65.13215599,-83.32281830033344,-34.39
14,-128.36062733113087,-90.75532110644858,-172.01339166125442,-131.86027262573677,-140.39083382808107
