,FORWARD_AND_TURN_LITTLE_LEFT,FORWARD,FORWARD_AND_TURN_LITTLE_RIGHT,FORWARD_AND_HARD_LEFT,FORWARD_AND_HARD_RIGHT
0,0,0,0,-19,0
1,-10,-19,0,-10,-10
2,0,-27.1,0,-34.39,0
3,-54.33831,-58.473279,-10,-54.92151,-19.8
4,26.8824657,15.13024742,2.160609907,43.88379721,-0.40305209
5,2.163086832,24.32972612,0,16.41306752,1.219458677
6,-19,-27.1,-10,0,0
7,5.292372662,1.751684437,3.465452813,-4.782984481,2.754073858
8,1.454299678,2.382679223,0,2.986902281,0.302896613
9,-46.8559,-10,-40.951,0,-87.84233454
10,0.962795397,1.921251601,1.800363377,1.507131114,2.726018347
11,3.958693996,3.040937119,0.589428348,4.20640234,1.666462192
12,0,-10,-40.951,0,-74.58134172
13,0,0,-19,-10,-74.58134172
14,-52.17031,0,-19,-99.97003093,-10
