,FORWARD_AND_TURN_LITTLE_LEFT,FORWARD,FORWARD_AND_TURN_LITTLE_RIGHT,FORWARD_AND_HARD_LEFT,FORWARD_AND_HARD_RIGHT
0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0
5,-60.2928252,-74.22686348399999,-63.085420080000006,-96.9053606528166,-38.0476
6,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0
11,-3.06538049575901,-3.118587488666749,-24.45319741071033,-3.0419243130284976,-15.84679790772558
12,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0
16,0.0,0.45451785600000005,0.0,3.2570316812800004,0.0
17,11.70212250399256,39.905055040006815,2.305424364503637,3.026783135925366,-0.045440408572650526
18,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0
23,1.0488902073057949,3.7157443894527384,-11.283451663476846,0.22135339008,-10.17572908151698
24,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0
29,0.155475207936,1.5174910637999979,-11.31160017129785,0.0,-13.415745054560169
30,0.0,0.0,0.0,0.0,0.0
31,0.0,-10.0,0.0,0.0,-10.0
32,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,-19.0
34,-10.0,0.0,0.0,0.0,0.0
35,-113.92811068035712,-177.79442284550353,-146.46974516667103,-140.4271464243403,-191.12125485446523
36,-29.324148013651826,0.0,0.0,-27.846306036924446,0.0
37,-29.995221962673444,0.0,0.0,-29.974214866328488,0.0
38,-29.999999996823206,0.0,0.0,-29.999996673537062,0.0
39,-28.85543872656916,0.0,0.0,-27.607006707693827,0.0
