,FORWARD_AND_TURN_LITTLE_LEFT,FORWARD,FORWARD_AND_TURN_LITTLE_RIGHT,FORWARD_AND_HARD_LEFT,FORWARD_AND_HARD_RIGHT
0,0.0,0.0,0.0,-1.0,0.0
1,0.0,-2.71,0.0,-4.0951,0.0
2,-2.71,-1.0,-1.0,-1.9,0.0
3,-4.0951,0.0,-1.0,-1.0,0.0
4,-3.439,0.0,-1.0,-1.0,0.0
5,-9.576088417247838,-9.202335569231275,-1.0,-9.969567472778296,0.0
6,-6.4549991664,-13.246555967862038,-7.326997717600001,-7.775485664752,-8.295248259100001
7,-3.500038012125451,-3.5166750220980965,-22.69465138179222,-3.495033200694081,-15.33922540304438
8,-1.6235229355552967,-1.6467275734498417,-19.910191611185578,-1.9672106368421172,-8.634136621286856
9,-1.6647849173972922,-1.7188042560525005,-15.175095401229884,-1.8553409925977589,-9.538692627021058
10,-3.44816654951434,-3.5488793968175893,-18.1160066913356,-3.433067656340182,-13.226852605256191
11,-4.999999999999979,-4.999999999999979,-24.462177778503396,-4.999999999999979,-16.651862693041767
12,0.0,-1.0,-1.0,0.0,0.0
13,-0.6593723337664,-1.0482489897171863,-7.586681153280001,-0.7185220161120001,-8.485827923904003
14,9.676360801465998,22.930163047513446,-1.4697024485816317,28.983719464278856,-2.8655441555571386
15,30.822911797645258,40.82715150296263,20.477001099672915,50.85894688818415,24.67464313504256
16,44.049352564840305,44.999999999999424,29.827823566816015,54.9999999999996,29.91583533277864
17,26.77878890973144,39.70086907609051,13.581894704718822,28.421434281605716,13.09609084343795
18,0.0,0.0,0.0,0.0,0.0
19,-0.35910000000000003,-0.8308971488237581,-6.579672,-0.1,-3.048
20,0.11584000000000001,3.179151599564414,-7.490952580512175,0.6022457885269975,-8.65852529067216
21,0.6854733921363536,3.98814017638344,-8.014930540631346,0.36038488683010084,-9.738773725253877
22,1.1751796390490075,4.748976178396714,-8.490247236565722,1.0058961161309252,-9.877092277976582
23,-14.15784072593608,-5.945391803604247,-15.698848810609078,-12.576746664686508,-19.376453978330712
24,0.0,0.0,0.0,0.0,0.0
25,0.0,-0.271,-1.6,0.0,-1.6
26,0.057920000000000006,0.5382081906629999,0.0,0.0,-2.7250404761727998
27,0.373092443545536,1.2673399050916005,-2.7148110540790062,0.0,-7.482693314622006
28,0.06176160000000001,1.6935076588828675,-1.4201526045163573,0.06176160000000001,-10.870684552151053
29,2.4792647528072775,2.4999999999999893,-8.807044134528319,2.4999859566369387,-8.378655444884231
30,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,-1.0
33,0.0,0.0,0.0,0.0,-1.0
34,0.0,0.0,0.0,0.0,-1.0
35,-9.92930349509849,-9.999999998206691,0.0,-9.999999972244485,-1.0
